Date and Time, Julian Day, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
1985-01-01 06:17:00, 2446066.47014,   19h08m29.1s, -51°20'34.1", 21.41, 99.99%, 29.356788, +28°38'53.5"
1985-01-11 06:16:59, 2446076.47014,   19h10m38.4s, -51°17'21.4", 27.55, 99.99%, 29.304605, +29°43'18.3"
1985-01-21 06:16:59, 2446086.47014,   19h12m46.3s, -51°15'44.2", 21.56, 99.99%, 29.226951, +33°31'01.3"
1985-01-31 06:16:59, 2446096.47014,   19h14m49.2s, -51°15'45.1", 20.63, 99.99%, 29.124715, +39°14'39.6"
1985-02-10 06:16:59, 2446106.47013,   19h16m43.9s, -51°17'23.6", 20.34, 99.98%, 28.999820, +46°10'19.1"
1985-02-20 06:16:59, 2446116.47013,   19h18m27.1s, -51°20'37.9", 20.20, 99.98%, 28.854621, +53°49'32.1"
1985-03-02 06:16:59, 2446126.47013,   19h19m56.0s, -51°25'23.7", 20.11, 99.98%, 28.692091, +61°54'49.7"
1985-03-12 06:16:59, 2446136.47013,   19h21m07.8s, -51°31'33.4", 20.05, 99.97%, 28.515926, +70°15'24.7"
1985-03-22 06:16:59, 2446146.47013,   19h22m00.4s, -51°38'58.0", 20.01, 99.97%, 28.329904, +78°45'03.9"
1985-04-01 06:16:59, 2446156.47013,   19h22m31.7s, -51°47'25.1", 19.97, 99.97%, 28.138282, +87°18'47.1"
1985-04-11 06:16:59, 2446166.47013,   19h22m40.5s, -51°56'39.3", 19.94, 99.97%, 27.945530, +95°52'27.4"
1985-04-21 06:16:59, 2446176.47013,   19h22m26.1s, -52°06'23.9", 19.92, 99.97%, 27.755873, +104°22'55.0"
1985-05-01 06:16:58, 2446186.47013,   19h21m48.2s, -52°16'19.1", 19.91, 99.97%, 27.573743, +112°45'36.5"
1985-05-11 06:16:58, 2446196.47013,   19h20m47.7s, -52°26'03.9", 19.91, 99.98%, 27.403224, +120°54'40.0"
1985-05-21 06:16:58, 2446206.47012,   19h19m25.7s, -52°35'17.2", 19.93, 99.98%, 27.247930, +128°42'13.4"
1985-05-31 06:16:58, 2446216.47012,   19h17m44.3s, -52°43'36.9", 19.97, 99.98%, 27.111324, +135°54'38.0"
1985-06-10 06:16:58, 2446226.47012,   19h15m46.7s, -52°50'43.0", 20.06, 99.99%, 26.996059, +142°10'10.3"
1985-06-20 06:16:58, 2446236.47012,   19h13m36.1s, -52°56'17.7", 20.28, 99.99%, 26.904224, +146°55'30.1"
1985-06-30 06:16:58, 2446246.47012,   19h11m16.7s, -53°00'05.6", 21.05, 99.99%, 26.837395, +149°26'42.5"
1985-07-10 06:16:58, 2446256.47012,   19h08m53.1s, -53°01'56.7", 28.14, 99.99%, 26.796107, +149°10'16.9"
1985-07-20 06:16:58, 2446266.47012,   19h06m29.9s, -53°01'44.8", 21.04, 99.99%, 26.780372, +146°10'11.4"
1985-07-30 06:16:58, 2446276.47012,   19h04m11.9s, -52°59'28.6", 20.25, 99.99%, 26.789438, +141°04'18.4"
1985-08-09 06:16:58, 2446286.47012,   19h02m03.6s, -52°55'12.6", 20.00, 99.98%, 26.821595, +134°35'19.4"
1985-08-19 06:16:57, 2446296.47012,   19h00m09.1s, -52°49'04.8", 19.89, 99.98%, 26.874760, +127°14'08.7"
1985-08-29 06:16:57, 2446306.47011,   18h58m32.1s, -52°41'17.6", 19.83, 99.97%, 26.946037, +119°20'54.2"
1985-09-08 06:16:57, 2446316.47011,   18h57m15.2s, -52°32'06.8", 19.79, 99.97%, 27.031947, +111°07'43.3"
1985-09-18 06:16:57, 2446326.47011,   18h56m20.7s, -52°21'49.4", 19.77, 99.97%, 27.128837, +102°41'56.6"
1985-09-28 06:16:57, 2446336.47011,   18h55m49.9s, -52°10'44.6", 19.76, 99.97%, 27.232434, +94°09'21.5"
1985-10-08 06:16:57, 2446346.47011,   18h55m43.2s, -51°59'11.6", 19.76, 99.97%, 27.338403, +85°33'53.8"
1985-10-18 06:16:57, 2446356.47011,   18h56m00.5s, -51°47'28.8", 19.76, 99.97%, 27.442452, +76°58'49.2"
1985-10-28 06:16:57, 2446366.47011,   18h56m40.8s, -51°35'54.6", 19.78, 99.97%, 27.540038, +68°28'31.8"
1985-11-07 06:16:57, 2446376.47011,   18h57m42.5s, -51°24'45.7", 19.79, 99.97%, 27.627084, +60°07'43.4"
1985-11-17 06:16:57, 2446386.47011,   18h59m03.7s, -51°14'16.9", 19.82, 99.98%, 27.699743, +52°03'10.8"
1985-11-27 06:16:57, 2446396.47011,   19h00m41.7s, -51°04'42.4", 19.87, 99.98%, 27.754398, +44°26'39.5"
1985-12-07 06:16:57, 2446406.47010,   19h02m33.7s, -50°56'13.6", 19.95, 99.99%, 27.788271, +37°36'49.1"
1985-12-17 06:16:56, 2446416.47010,   19h04m36.5s, -50°49'00.9", 20.10, 99.99%, 27.798971, +32°05'13.9"
1985-12-27 06:16:56, 2446426.47010,   19h06m46.7s, -50°43'13.0", 20.50, 99.99%, 27.784779, +28°39'32.3"
1986-01-06 06:16:56, 2446436.47010,   19h09m00.9s, -50°38'56.3", 22.33, 99.99%, 27.744951, +28°06'50.8"
1986-01-16 06:16:56, 2446446.47010,   19h11m15.4s, -50°36'16.2", 22.94, 99.99%, 27.679203, +30°36'41.9"
1986-01-26 06:16:56, 2446456.47010,   19h13m26.6s, -50°35'16.0", 20.55, 99.99%, 27.588192, +35°30'29.6"
1986-02-05 06:16:56, 2446466.47010,   19h15m31.1s, -50°35'56.7", 20.07, 99.98%, 27.473403, +41°57'41.5"
1986-02-15 06:16:56, 2446476.47010,   19h17m25.4s, -50°38'18.1", 19.88, 99.98%, 27.336748, +49°21'15.3"
1986-02-25 06:16:56, 2446486.47010,   19h19m06.3s, -50°42'17.0", 19.77, 99.98%, 27.181074, +57°18'00.7"
1986-03-07 06:16:56, 2446496.47010,   19h20m31.0s, -50°47'47.4", 19.70, 99.97%, 27.009682, +65°34'48.2"
1986-03-17 06:16:56, 2446506.47009,   19h21m36.8s, -50°54'42.0", 19.64, 99.97%, 26.826174, +74°03'38.8"
1986-03-27 06:16:56, 2446516.47009,   19h22m21.4s, -51°02'49.0", 19.60, 99.97%, 26.634812, +82°38'35.1"
1986-04-06 06:16:55, 2446526.47009,   19h22m43.2s, -51°11'55.0", 19.57, 99.96%, 26.439834, +91°15'52.7"
1986-04-16 06:16:55, 2446536.47009,   19h22m41.1s, -51°21'43.5", 19.54, 99.97%, 26.245608, +99°52'07.4"
1986-04-26 06:16:55, 2446546.47009,   19h22m14.4s, -51°31'55.1", 19.53, 99.97%, 26.056694, +108°23'04.8"
1986-05-06 06:16:55, 2446556.47009,   19h21m23.5s, -51°42'08.9", 19.52, 99.97%, 25.877183, +116°44'28.7"
1986-05-16 06:16:55, 2446566.47009,   19h20m09.1s, -51°52'02.7", 19.52, 99.98%, 25.711103, +124°49'47.9"
1986-05-26 06:16:55, 2446576.47009,   19h18m33.3s, -52°01'13.0", 19.54, 99.98%, 25.562131, +132°28'20.6"
1986-06-05 06:16:55, 2446586.47009,   19h16m38.5s, -52°09'18.3", 19.60, 99.98%, 25.433181, +139°23'48.5"
1986-06-15 06:16:55, 2446596.47008,   19h14m28.1s, -52°15'57.4", 19.74, 99.99%, 25.326890, +145°08'43.3"
1986-06-25 06:16:55, 2446606.47008,   19h12m06.1s, -52°20'52.6", 20.10, 99.99%, 25.245078, +149°01'50.7"
1986-07-05 06:16:55, 2446616.47008,   19h09m37.0s, -52°23'50.7", 21.95, 99.99%, 25.188730, +150°18'18.7"
1986-07-15 06:16:55, 2446626.47008,   19h07m05.8s, -52°24'41.9", 22.19, 99.99%, 25.158364, +148°38'26.4"
1986-07-25 06:16:54, 2446636.47008,   19h04m37.5s, -52°23'22.8", 20.10, 99.99%, 25.153443, +144°27'09.4"
1986-08-04 06:16:54, 2446646.47008,   19h02m17.0s, -52°19'54.9", 19.69, 99.98%, 25.172765, +138°30'11.4"
1986-08-14 06:16:54, 2446656.47008,   19h00m08.9s, -52°14'24.5", 19.53, 99.98%, 25.214558, +131°26'45.6"
1986-08-24 06:16:54, 2446666.47008,   18h58m17.4s, -52°07'03.2", 19.45, 99.97%, 25.276082, +123°42'58.2"
1986-09-03 06:16:54, 2446676.47008,   18h56m45.6s, -51°58'05.8", 19.40, 99.97%, 25.354272, +115°33'59.9"
1986-09-13 06:16:54, 2446686.47008,   18h55m36.4s, -51°47'49.4", 19.38, 99.97%, 25.445530, +107°09'36.1"
1986-09-23 06:16:54, 2446696.47007,   18h54m51.5s, -51°36'34.1", 19.36, 99.96%, 25.545669, +98°36'23.3"
1986-10-03 06:16:54, 2446706.47007,   18h54m31.7s, -51°24'39.3", 19.36, 99.96%, 25.650561, +89°58'17.5"
1986-10-13 06:16:54, 2446716.47007,   18h54m37.3s, -51°12'25.1", 19.36, 99.96%, 25.755725, +81°19'10.0"
1986-10-23 06:16:54, 2446726.47007,   18h55m07.5s, -51°00'10.9", 19.36, 99.97%, 25.856637, +72°42'48.9"
1986-11-02 06:16:54, 2446736.47007,   18h56m01.0s, -50°48'14.3", 19.38, 99.97%, 25.949151, +64°12'47.6"
1986-11-12 06:16:54, 2446746.47007,   18h57m16.0s, -50°36'52.1", 19.40, 99.97%, 26.029061, +55°54'55.1"
1986-11-22 06:16:53, 2446756.47007,   18h58m50.0s, -50°26'19.0", 19.43, 99.98%, 26.092676, +47°57'52.6"
1986-12-02 06:16:53, 2446766.47007,   19h00m40.1s, -50°16'47.6", 19.49, 99.98%, 26.136883, +40°35'16.2"
1986-12-12 06:16:53, 2446776.47007,   19h02m43.3s, -50°08'29.7", 19.60, 99.99%, 26.158847, +34°11'40.1"
1986-12-22 06:16:53, 2446786.47007,   19h04m55.9s, -50°01'34.5", 19.83, 99.99%, 26.156668, +29°27'19.7"
1987-01-01 06:16:53, 2446796.47006,   19h07m14.7s, -49°56'09.6", 20.57, 99.99%, 26.129078, +27°15'31.2"
1987-01-11 06:16:53, 2446806.47006,   19h09m35.7s, -49°52'21.9", 26.42, 99.99%, 26.075379, +28°12'54.6"
1987-01-21 06:16:53, 2446816.47006,   19h11m55.1s, -49°50'15.3", 20.77, 99.99%, 25.995961, +32°02'21.3"
1987-01-31 06:16:53, 2446826.47006,   19h14m09.6s, -49°49'52.4", 19.83, 99.99%, 25.891740, +37°52'05.8"
1987-02-10 06:16:53, 2446836.47006,   19h16m15.2s, -49°51'14.4", 19.54, 99.98%, 25.764358, +44°54'56.8"
1987-02-20 06:16:53, 2446846.47006,   19h18m08.6s, -49°54'19.1", 19.40, 99.98%, 25.616376, +52°40'39.1"
1987-03-02 06:16:53, 2446856.47006,   19h19m46.7s, -49°59'02.9", 19.31, 99.97%, 25.450647, +60°52'12.5"
1987-03-12 06:16:52, 2446866.47006,   19h21m06.4s, -50°05'19.4", 19.25, 99.97%, 25.270724, +69°18'59.2"
1987-03-22 06:16:52, 2446876.47006,   19h22m05.1s, -50°12'58.5", 19.20, 99.96%, 25.080644, +77°54'25.0"
1987-04-01 06:16:52, 2446886.47006,   19h22m41.0s, -50°21'48.4", 19.16, 99.96%, 24.884463, +86°34'31.6"
1987-04-11 06:16:52, 2446896.47005,   19h22m52.1s, -50°31'33.4", 19.13, 99.96%, 24.686716, +95°15'19.5"
1987-04-21 06:16:52, 2446906.47005,   19h22m37.8s, -50°41'54.7", 19.10, 99.96%, 24.491873, +103°53'20.5"
1987-05-01 06:16:52, 2446916.47005,   19h21m57.7s, -50°52'32.1", 19.09, 99.96%, 24.304176, +112°25'08.7"
1987-05-11 06:16:52, 2446926.47005,   19h20m52.3s, -51°03'02.1", 19.08, 99.97%, 24.127978, +120°45'01.4"
1987-05-21 06:16:52, 2446936.47005,   19h19m23.2s, -51°13'00.7", 19.09, 99.97%, 23.967038, +128°45'06.8"
1987-05-31 06:16:52, 2446946.47005,   19h17m32.4s, -51°22'04.1", 19.13, 99.98%, 23.824718, +136°13'05.6"
1987-06-10 06:16:52, 2446956.47005,   19h15m23.0s, -51°29'48.5", 19.21, 99.98%, 23.704035, +142°47'10.7"
1987-06-20 06:16:52, 2446966.47005,   19h12m59.2s, -51°35'53.7", 19.41, 99.99%, 23.607056, +147°52'43.0"
1987-06-30 06:16:52, 2446976.47005,   19h10m25.1s, -51°40'02.5", 20.10, 99.99%, 23.535367, +150°41'56.1"
1987-07-10 06:16:51, 2446986.47005,   19h07m46.1s, -51°42'01.9", 26.44, 99.99%, 23.489807, +150°34'19.7"
1987-07-20 06:16:51, 2446996.47004,   19h05m07.4s, -51°41'45.4", 20.21, 99.99%, 23.470190, +147°32'03.1"
1987-07-30 06:16:51, 2447006.47004,   19h02m34.3s, -51°39'11.3", 19.39, 99.98%, 23.475868, +142°17'02.1"
1987-08-09 06:16:51, 2447016.47004,   19h00m11.9s, -51°34'24.0", 19.15, 99.98%, 23.505250, +135°36'49.5"
1987-08-19 06:16:51, 2447026.47004,   18h58m04.9s, -51°27'33.5", 19.04, 99.97%, 23.555962, +128°04'53.8"
1987-08-29 06:16:51, 2447036.47004,   18h56m17.1s, -51°18'53.3", 18.98, 99.97%, 23.625277, +120°01'25.2"
1987-09-08 06:16:51, 2447046.47004,   18h54m52.0s, -51°08'41.2", 18.94, 99.96%, 23.709622, +111°39'07.7"
1987-09-18 06:16:51, 2447056.47004,   18h53m51.6s, -50°57'17.2", 18.92, 99.96%, 23.805102, +103°05'22.8"
1987-09-28 06:16:51, 2447066.47004,   18h53m17.4s, -50°45'01.5", 18.91, 99.96%, 23.907637, +94°25'01.6"
1987-10-08 06:16:51, 2447076.47004,   18h53m10.0s, -50°32'15.9", 18.91, 99.96%, 24.012645, +85°42'25.0"
1987-10-18 06:16:51, 2447086.47004,   18h53m28.9s, -50°19'20.7", 18.91, 99.96%, 24.115746, +77°00'33.4"
1987-10-28 06:16:50, 2447096.47003,   18h54m13.1s, -50°06'34.9", 18.92, 99.96%, 24.212563, +68°22'47.1"
1987-11-07 06:16:50, 2447106.47003,   18h55m21.0s, -49°54'17.0", 18.94, 99.97%, 24.298707, +59°54'02.2"
1987-11-17 06:16:50, 2447116.47003,   18h56m50.0s, -49°42'42.3", 18.97, 99.97%, 24.370423, +51°40'22.4"
1987-11-27 06:16:50, 2447126.47003,   18h58m37.7s, -49°32'05.0", 19.01, 99.98%, 24.424150, +43°52'04.7"
1987-12-07 06:16:50, 2447136.47003,   19h00m40.6s, -49°22'38.0", 19.08, 99.98%, 24.456831, +36°47'31.2"
1987-12-17 06:16:50, 2447146.47003,   19h02m55.3s, -49°14'31.1", 19.23, 99.99%, 24.466276, +30°57'46.5"
1987-12-27 06:16:50, 2447156.47003,   19h05m18.4s, -49°07'53.5", 19.61, 99.99%, 24.450666, +27°12'50.1"
1988-01-06 06:16:50, 2447166.47003,   19h07m45.7s, -49°02'52.5", 21.35, 99.99%, 24.409077, +26°27'26.6"
1988-01-16 06:16:50, 2447176.47003,   19h10m13.6s, -48°59'33.4", 22.09, 99.99%, 24.341440, +28°55'42.7"
1988-01-26 06:16:50, 2447186.47002,   19h12m38.2s, -48°58'00.3", 19.67, 99.99%, 24.248163, +33°55'43.3"
1988-02-05 06:16:50, 2447196.47002,   19h14m55.5s, -48°58'15.2", 19.19, 99.98%, 24.130698, +40°31'11.3"
1988-02-15 06:16:49, 2447206.47002,   19h17m02.1s, -49°00'17.8", 19.00, 99.98%, 23.991105, +48°02'36.8"
1988-02-25 06:16:49, 2447216.47002,   19h18m54.2s, -49°04'06.3", 18.89, 99.97%, 23.831926, +56°06'54.2"
1988-03-06 06:16:49, 2447226.47002,   19h20m28.6s, -49°09'35.5", 18.81, 99.96%, 23.656591, +64°30'23.0"
1988-03-16 06:16:49, 2447236.47002,   19h21m42.6s, -49°16'37.5", 18.75, 99.96%, 23.468752, +73°05'36.3"
1988-03-26 06:16:49, 2447246.47002,   19h22m33.4s, -49°25'02.0", 18.71, 99.95%, 23.272440, +81°47'30.6"
1988-04-05 06:16:49, 2447256.47002,   19h22m59.2s, -49°34'34.3", 18.67, 99.95%, 23.072170, +90°31'54.4"
1988-04-15 06:16:49, 2447266.47002,   19h22m58.6s, -49°44'57.4", 18.64, 99.95%, 22.872267, +99°16'01.8"
1988-04-25 06:16:49, 2447276.47002,   19h22m30.7s, -49°55'51.1", 18.62, 99.96%, 22.677245, +107°56'27.4"
1988-05-05 06:16:49, 2447286.47001,   19h21m35.7s, -50°06'51.6", 18.60, 99.96%, 22.491551, +116°28'32.1"
1988-05-15 06:16:49, 2447296.47001,   19h20m14.5s, -50°17'34.8", 18.60, 99.97%, 22.319103, +124°46'40.2"
1988-05-25 06:16:49, 2447306.47001,   19h18m28.8s, -50°27'34.4", 18.62, 99.97%, 22.163743, +132°41'07.5"
1988-06-04 06:16:49, 2447316.47001,   19h16m21.7s, -50°36'24.4", 18.67, 99.98%, 22.028688, +139°55'28.0"
1988-06-14 06:16:48, 2447326.47001,   19h13m56.6s, -50°43'41.8", 18.79, 99.98%, 21.916430, +146°02'35.7"
1988-06-24 06:16:48, 2447336.47001,   19h11m18.1s, -50°49'05.0", 19.12, 99.99%, 21.829085, +150°18'31.3"
1988-07-04 06:16:48, 2447346.47001,   19h08m31.5s, -50°52'17.8", 20.77, 99.99%, 21.767744, +151°50'49.3"
1988-07-14 06:16:48, 2447356.47001,   19h05m42.0s, -50°53'09.9", 21.35, 99.99%, 21.732783, +150°13'36.0"
1988-07-24 06:16:48, 2447366.47001,   19h02m55.7s, -50°51'35.7", 19.15, 99.98%, 21.723952, +145°53'43.6"
1988-08-03 06:16:48, 2447376.47001,   19h00m18.1s, -50°47'37.4", 18.74, 99.98%, 21.739902, +139°43'53.7"
1988-08-13 06:16:48, 2447386.47000,   18h57m54.4s, -50°41'22.7", 18.59, 99.97%, 21.778777, +132°27'02.5"
1988-08-23 06:16:48, 2447396.47000,   18h55m49.3s, -50°33'03.9", 18.51, 99.97%, 21.838010, +124°30'36.0"
1988-09-02 06:16:48, 2447406.47000,   18h54m06.5s, -50°22'59.1", 18.46, 99.96%, 21.914212, +116°10'44.0"
1988-09-12 06:16:48, 2447416.47000,   18h52m49.1s, -50°11'27.7", 18.43, 99.95%, 22.003815, +107°36'25.0"
1988-09-22 06:16:48, 2447426.47000,   18h51m58.9s, -49°58'51.7", 18.42, 99.95%, 22.102661, +98°54'01.5"
1988-10-02 06:16:47, 2447436.47000,   18h51m36.9s, -49°45'33.9", 18.41, 99.95%, 22.206279, +90°07'55.0"
1988-10-12 06:16:47, 2447446.47000,   18h51m43.1s, -49°31'55.7", 18.41, 99.95%, 22.310345, +81°20'53.3"
1988-10-22 06:16:47, 2447456.47000,   18h52m16.9s, -49°18'18.4", 18.42, 99.95%, 22.410226, +72°36'29.4"
1988-11-01 06:16:47, 2447466.47000,   18h53m16.4s, -49°05'01.3", 18.43, 99.96%, 22.501555, +63°58'25.4"
1988-11-11 06:16:47, 2447476.47000,   18h54m39.8s, -48°52'21.2", 18.45, 99.97%, 22.580349, +55°31'07.7"
1988-11-21 06:16:47, 2447486.46999,   18h56m24.1s, -48°40'34.0", 18.48, 99.97%, 22.642692, +47°22'38.9"
1988-12-01 06:16:47, 2447496.46999,   18h58m26.3s, -48°29'52.9", 18.54, 99.98%, 22.685427, +39°45'57.4"
1988-12-11 06:16:47, 2447506.46999,   19h00m42.9s, -48°20'29.1", 18.64, 99.98%, 22.705899, +33°03'56.3"
1988-12-21 06:16:47, 2447516.46999,   19h03m10.0s, -48°12'33.0", 18.86, 99.99%, 22.701916, +27°57'56.4"
1988-12-31 06:16:47, 2447526.46999,   19h05m43.8s, -48°06'12.3", 19.56, 99.99%, 22.672313, +25°27'17.5"
1989-01-10 06:16:47, 2447536.46999,   19h08m20.4s, -48°01'33.6", 25.28, 99.99%, 22.616440, +26°17'27.1"
1989-01-20 06:16:46, 2447546.46999,   19h10m55.5s, -47°58'42.4", 19.78, 99.99%, 22.534396, +30°11'47.3"
1989-01-30 06:16:46, 2447556.46999,   19h13m25.2s, -47°57'41.5", 18.85, 99.98%, 22.427289, +36°11'01.8"
1989-02-09 06:16:46, 2447566.46999,   19h15m45.5s, -47°58'32.7", 18.56, 99.98%, 22.296642, +43°23'49.8"
1989-02-19 06:16:46, 2447576.46999,   19h17m52.6s, -48°01'15.6", 18.42, 99.97%, 22.144828, +51°18'28.4"
1989-03-01 06:16:46, 2447586.46998,   19h19m42.9s, -48°05'46.5", 18.33, 99.96%, 21.974920, +59°37'36.2"
1989-03-11 06:16:46, 2447596.46998,   19h21m13.2s, -48°12'00.3", 18.26, 99.95%, 21.790240, +68°11'47.5"
1989-03-21 06:16:46, 2447606.46998,   19h22m20.4s, -48°19'47.9", 18.21, 99.95%, 21.594828, +76°54'33.8"
1989-03-31 06:16:46, 2447616.46998,   19h23m02.3s, -48°28'56.6", 18.16, 99.95%, 21.392946, +85°41'58.4"
1989-04-10 06:16:46, 2447626.46998,   19h23m16.8s, -48°39'11.1", 18.12, 99.94%, 21.188899, +94°31'14.8"
1989-04-20 06:16:46, 2447636.46998,   19h23m02.7s, -48°50'11.6", 18.09, 99.95%, 20.987390, +103°18'51.0"
1989-04-30 06:16:46, 2447646.46998,   19h22m19.5s, -49°01'35.2", 18.07, 99.95%, 20.792808, +112°01'28.5"
1989-05-10 06:16:46, 2447656.46998,   19h21m07.7s, -49°12'57.2", 18.06, 99.96%, 20.609391, +120°34'45.4"
1989-05-20 06:16:45, 2447666.46998,   19h19m28.6s, -49°23'49.3", 18.06, 99.97%, 20.441292, +128°50'57.7"
1989-05-30 06:16:45, 2447676.46998,   19h17m24.7s, -49°33'44.2", 18.09, 99.97%, 20.291913, +136°38'22.3"
1989-06-09 06:16:45, 2447686.46997,   19h14m59.3s, -49°42'14.8", 18.16, 99.98%, 20.164311, +143°36'25.8"
1989-06-19 06:16:45, 2447696.46997,   19h12m16.8s, -49°48'55.8", 18.34, 99.98%, 20.060941, +149°08'46.0"
1989-06-29 06:16:45, 2447706.46997,   19h09m22.4s, -49°53'27.3", 18.96, 99.99%, 19.983273, +152°21'43.5"
1989-07-09 06:16:45, 2447716.46997,   19h06m21.9s, -49°55'33.6", 24.70, 99.99%, 19.932299, +152°24'45.5"
1989-07-19 06:16:45, 2447726.46997,   19h03m21.5s, -49°55'05.8", 19.15, 99.98%, 19.908031, +149°16'47.0"
1989-07-29 06:16:45, 2447736.46997,   19h00m27.4s, -49°52'02.8", 18.33, 99.98%, 19.909568, +143°47'12.3"
1989-08-08 06:16:45, 2447746.46997,   18h57m45.4s, -49°46'28.9", 18.09, 99.97%, 19.935505, +136°50'05.8"
1989-08-18 06:16:45, 2447756.46997,   18h55m21.0s, -49°38'35.9", 17.98, 99.96%, 19.983400, +129°02'28.0"
1989-08-28 06:16:45, 2447766.46997,   18h53m18.7s, -49°28'40.7", 17.92, 99.96%, 20.050256, +120°45'11.4"
1989-09-07 06:16:44, 2447776.46996,   18h51m42.1s, -49°17'02.9", 17.88, 99.95%, 20.132666, +112°10'20.0"
1989-09-17 06:16:44, 2447786.46996,   18h50m34.0s, -49°04'06.2", 17.86, 99.94%, 20.226469, +103°25'43.7"
1989-09-27 06:16:44, 2447796.46996,   18h49m55.5s, -48°50'14.1", 17.85, 99.94%, 20.327444, +94°35'43.5"
1989-10-07 06:16:44, 2447806.46996,   18h49m47.3s, -48°35'50.0", 17.85, 99.94%, 20.431136, +85°43'46.2"
1989-10-17 06:16:44, 2447816.46996,   18h50m09.0s, -48°21'17.2", 17.85, 99.94%, 20.532830, +76°53'16.6"
1989-10-27 06:16:44, 2447826.46996,   18h50m59.1s, -48°06'56.1", 17.86, 99.95%, 20.628205, +68°06'48.7"
1989-11-06 06:16:44, 2447836.46996,   18h52m15.7s, -47°53'05.5", 17.87, 99.96%, 20.712923, +59°28'13.3"
1989-11-16 06:16:44, 2447846.46996,   18h53m56.0s, -47°40'02.6", 17.90, 99.96%, 20.782936, +51°03'30.0"
1989-11-26 06:16:44, 2447856.46996,   18h55m57.0s, -47°28'01.1", 17.94, 99.97%, 20.834891, +43°01'24.0"
1989-12-06 06:16:44, 2447866.46996,   18h58m15.2s, -47°17'13.8", 18.01, 99.98%, 20.865654, +35°38'32.9"
1989-12-16 06:16:44, 2447876.46995,   19h00m46.5s, -47°07'51.7", 18.15, 99.99%, 20.872848, +29°25'55.8"
1989-12-26 06:16:44, 2447886.46995,   19h03m27.1s, -47°00'03.2", 18.50, 99.99%, 20.854895, +25°16'23.4"
1990-01-05 06:16:43, 2447896.46995,   19h06m12.8s, -46°53'56.3", 20.18, 99.99%, 20.810643, +24°15'20.3"
1990-01-15 06:16:43, 2447906.46995,   19h08m59.1s, -46°49'37.1", 20.95, 99.99%, 20.739975, +26°44'23.4"
1990-01-25 06:16:43, 2447916.46995,   19h11m42.1s, -46°47'09.7", 18.55, 99.98%, 20.643458, +31°55'03.6"
1990-02-04 06:16:43, 2447926.46995,   19h14m17.3s, -46°46'37.9", 18.09, 99.98%, 20.522223, +38°43'12.4"
1990-02-14 06:16:43, 2447936.46995,   19h16m40.6s, -46°48'02.3", 17.89, 99.97%, 20.378424, +46°25'38.7"
1990-02-24 06:16:43, 2447946.46995,   19h18m48.2s, -46°51'21.6", 17.78, 99.96%, 20.214627, +54°39'22.8"
