Date and Time, Julian Day, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
1990-03-06 06:16:43, 2447956.46995,   19h20m36.4s, -46°56'33.0", 17.70, 99.95%, 20.033973, +63°11'38.3"
1990-03-16 06:16:43, 2447966.46995,   19h22m01.7s, -47°03'29.1", 17.64, 99.94%, 19.840341, +71°54'48.3"
1990-03-26 06:16:43, 2447976.46994,   19h23m01.4s, -47°11'59.8", 17.59, 99.94%, 19.637678, +80°44'51.4"
1990-04-05 06:16:43, 2447986.46994,   19h23m32.9s, -47°21'51.9", 17.54, 99.93%, 19.430385, +89°38'23.4"
1990-04-15 06:16:43, 2447996.46994,   19h23m34.4s, -47°32'46.4", 17.50, 99.93%, 19.223109, +98°32'19.4"
1990-04-25 06:16:42, 2448006.46994,   19h23m05.0s, -47°44'22.3", 17.47, 99.94%, 19.020242, +107°24'17.3"
1990-05-05 06:16:42, 2448016.46994,   19h22m04.2s, -47°56'14.1", 17.45, 99.94%, 18.826374, +116°10'22.9"
1990-05-15 06:16:42, 2448026.46994,   19h20m33.2s, -48°07'52.8", 17.44, 99.95%, 18.645756, +124°44'58.4"
1990-05-25 06:16:42, 2448036.46994,   19h18m33.7s, -48°18'49.4", 17.45, 99.96%, 18.482129, +132°59'50.7"
1990-06-04 06:16:42, 2448046.46994,   19h16m08.7s, -48°28'32.7", 17.48, 99.97%, 18.339059, +140°39'33.1"
1990-06-14 06:16:42, 2448056.46994,   19h13m22.5s, -48°36'34.0", 17.58, 99.98%, 18.219241, +147°16'35.6"
1990-06-24 06:16:42, 2448066.46994,   19h10m20.2s, -48°42'28.4", 17.88, 99.98%, 18.124721, +152°03'56.3"
1990-07-04 06:16:42, 2448076.46993,   19h07m07.8s, -48°45'54.7", 19.35, 99.99%, 18.056969, +153°57'47.3"
1990-07-14 06:16:42, 2448086.46993,   19h03m52.0s, -48°46'39.9", 20.21, 99.98%, 18.016309, +152°21'26.6"
1990-07-24 06:16:42, 2448096.46993,   19h00m39.4s, -48°44'38.0", 17.93, 99.98%, 18.002441, +147°46'00.6"
1990-08-03 06:16:42, 2448106.46993,   18h57m37.0s, -48°39'50.1", 17.53, 99.97%, 18.014243, +141°15'05.1"
1990-08-13 06:16:41, 2448116.46993,   18h54m50.8s, -48°32'26.4", 17.38, 99.96%, 18.049557, +133°38'08.3"
1990-08-23 06:16:41, 2448126.46993,   18h52m26.2s, -48°22'42.2", 17.30, 99.95%, 18.105815, +125°23'35.2"
1990-09-02 06:16:41, 2448136.46993,   18h50m27.9s, -48°10'57.9", 17.25, 99.94%, 18.179641, +116°47'52.3"
1990-09-12 06:16:41, 2448146.46993,   18h48m59.0s, -47°57'38.2", 17.22, 99.93%, 18.267076, +108°00'10.8"
1990-09-22 06:16:41, 2448156.46993,   18h48m01.7s, -47°43'07.8", 17.21, 99.93%, 18.364061, +99°05'39.6"
1990-10-02 06:16:41, 2448166.46993,   18h47m37.0s, -47°27'52.8", 17.20, 99.93%, 18.465977, +90°08'35.3"
1990-10-12 06:16:41, 2448176.46992,   18h47m44.7s, -47°12'18.3", 17.20, 99.93%, 18.568216, +81°11'47.7"
1990-10-22 06:16:41, 2448186.46992,   18h48m23.9s, -46°56'46.2", 17.21, 99.93%, 18.666336, +72°17'30.1"
1990-11-01 06:16:41, 2448196.46992,   18h49m32.7s, -46°41'37.7", 17.22, 99.94%, 18.755736, +63°29'11.3"
1990-11-11 06:16:41, 2448206.46992,   18h51m08.3s, -46°27'10.8", 17.23, 99.95%, 18.832357, +54°50'48.4"
1990-11-21 06:16:41, 2448216.46992,   18h53m07.8s, -46°13'40.5", 17.26, 99.96%, 18.892476, +46°28'27.2"
1990-12-01 06:16:41, 2448226.46992,   18h55m27.5s, -46°01'21.0", 17.31, 99.97%, 18.932660, +38°33'56.0"
1990-12-11 06:16:40, 2448236.46992,   18h58m03.4s, -45°50'23.2", 17.41, 99.98%, 18.950365, +31°28'35.4"
1990-12-21 06:16:40, 2448246.46992,   19h00m51.4s, -45°40'56.6", 17.61, 99.99%, 18.943473, +25°53'33.7"
1990-12-31 06:16:40, 2448256.46992,   19h03m47.1s, -45°33'10.2", 18.29, 99.99%, 18.910545, +22°57'06.1"
1991-01-10 06:16:40, 2448266.46992,   19h06m45.9s, -45°27'10.2", 24.09, 99.99%, 18.851134, +23°39'29.3"
1991-01-20 06:16:40, 2448276.46991,   19h09m43.4s, -45°23'02.6", 18.47, 99.98%, 18.765231, +27°44'14.1"
1991-01-30 06:16:40, 2448286.46991,   19h12m35.1s, -45°20'52.2", 17.58, 99.98%, 18.653731, +33°59'28.5"
1991-02-09 06:16:40, 2448296.46991,   19h15m16.5s, -45°20'41.1", 17.30, 99.97%, 18.518364, +41°26'41.3"
1991-02-19 06:16:40, 2448306.46991,   19h17m43.4s, -45°22'30.9", 17.15, 99.96%, 18.361242, +49°33'40.8"
1991-03-01 06:16:40, 2448316.46991,   19h19m51.6s, -45°26'20.4", 17.05, 99.94%, 18.185375, +58°03'12.7"
1991-03-11 06:16:40, 2448326.46991,   19h21m37.4s, -45°32'04.9", 16.98, 99.93%, 17.994243, +66°46'31.0"
1991-03-21 06:16:40, 2448336.46991,   19h22m57.2s, -45°39'37.7", 16.92, 99.92%, 17.791598, +75°38'39.4"
1991-03-31 06:16:39, 2448346.46991,   19h23m48.1s, -45°48'46.9", 16.87, 99.92%, 17.581859, +84°35'43.2"
1991-04-10 06:16:39, 2448356.46991,   19h24m07.7s, -45°59'16.9", 16.82, 99.92%, 17.369440, +93°35'24.3"
1991-04-20 06:16:39, 2448366.46990,   19h23m54.1s, -46°10'48.2", 16.78, 99.92%, 17.158880, +102°35'31.4"
1991-04-30 06:16:39, 2448376.46990,   19h23m06.6s, -46°22'55.2", 16.75, 99.93%, 16.954946, +111°32'42.0"
1991-05-10 06:16:39, 2448386.46990,   19h21m45.4s, -46°35'09.7", 16.72, 99.94%, 16.761942, +120°23'18.7"
1991-05-20 06:16:39, 2448396.46990,   19h19m51.6s, -46°47'00.4", 16.71, 99.95%, 16.584077, +129°01'18.2"
1991-05-30 06:16:39, 2448406.46990,   19h17m27.9s, -46°57'52.8", 16.73, 99.96%, 16.425221, +137°15'28.8"
1991-06-09 06:16:39, 2448416.46990,   19h14m38.2s, -47°07'14.6", 16.78, 99.97%, 16.288423, +144°46'33.2"
1991-06-19 06:16:39, 2448426.46990,   19h11m27.4s, -47°14'34.6", 16.93, 99.98%, 16.176367, +150°57'36.6"
1991-06-29 06:16:39, 2448436.46990,   19h08m01.8s, -47°19'26.0", 17.48, 99.98%, 16.090855, +154°45'35.2"
1991-07-09 06:16:39, 2448446.46990,   19h04m28.4s, -47°21'30.3", 22.77, 99.98%, 16.032733, +155°02'15.9"
1991-07-19 06:16:38, 2448456.46990,   19h00m54.7s, -47°20'34.9", 17.72, 99.98%, 16.002271, +151°40'49.7"
1991-07-29 06:16:38, 2448466.46989,   18h57m28.4s, -47°16'37.8", 16.91, 99.97%, 15.998575, +145°45'09.5"
1991-08-08 06:16:38, 2448476.46989,   18h54m16.6s, -47°09'45.9", 16.68, 99.96%, 16.019984, +138°21'07.2"
1991-08-18 06:16:38, 2448486.46989,   18h51m25.9s, -47°00'12.5", 16.57, 99.95%, 16.064223, +130°09'09.1"
1991-08-28 06:16:38, 2448496.46989,   18h49m01.8s, -46°48'19.1", 16.51, 99.93%, 16.128002, +121°31'19.1"
1991-09-07 06:16:38, 2448506.46989,   18h47m08.4s, -46°34'31.1", 16.48, 99.92%, 16.207695, +112°38'52.5"
1991-09-17 06:16:38, 2448516.46989,   18h45m48.9s, -46°19'15.2", 16.46, 99.91%, 16.299214, +103°38'42.0"
1991-09-27 06:16:38, 2448526.46989,   18h45m04.8s, -46°03'00.7", 16.45, 99.91%, 16.397928, +94°35'25.0"
1991-10-07 06:16:38, 2448536.46989,   18h44m56.2s, -45°46'14.1", 16.44, 99.91%, 16.499359, +85°31'27.4"
1991-10-17 06:16:38, 2448546.46989,   18h45m22.7s, -45°29'20.3", 16.44, 99.91%, 16.598796, +76°29'23.0"
1991-10-27 06:16:38, 2448556.46989,   18h46m22.4s, -45°12'42.8", 16.45, 99.92%, 16.691581, +67°31'53.3"
1991-11-06 06:16:38, 2448566.46988,   18h47m52.7s, -44°56'40.2", 16.46, 99.93%, 16.773560, +58°41'23.6"
1991-11-16 06:16:37, 2448576.46988,   18h49m50.5s, -44°41'29.4", 16.48, 99.95%, 16.840611, +50°02'30.4"
1991-11-26 06:16:37, 2448586.46988,   18h52m12.1s, -44°27'25.1", 16.52, 99.96%, 16.889198, +41°42'58.7"
1991-12-06 06:16:37, 2448596.46988,   18h54m53.4s, -44°14'38.1", 16.58, 99.97%, 16.916453, +33°56'32.3"
1991-12-16 06:16:37, 2448606.46988,   18h57m50.0s, -44°03'19.3", 16.71, 99.98%, 16.919817, +27°12'11.3"
1991-12-26 06:16:37, 2448616.46988,   19h00m57.2s, -43°53'37.3", 17.05, 99.99%, 16.897672, +22°26'59.6"
1992-01-05 06:16:37, 2448626.46988,   19h04m10.5s, -43°45'39.0", 18.72, 99.99%, 16.849063, +21°03'55.9"
1992-01-15 06:16:37, 2448636.46988,   19h07m24.9s, -43°39'31.9", 19.31, 99.98%, 16.773577, +23°39'03.1"
1992-01-25 06:16:37, 2448646.46988,   19h10m35.5s, -43°35'20.9", 17.05, 99.98%, 16.671855, +29°09'54.2"
1992-02-04 06:16:37, 2448656.46988,   19h13m37.8s, -43°33'10.4", 16.61, 99.97%, 16.545051, +36°18'07.6"
1992-02-14 06:16:37, 2448666.46987,   19h16m27.0s, -43°33'04.5", 16.41, 99.95%, 16.394993, +44°17'03.0"
1992-02-24 06:16:37, 2448676.46987,   19h18m58.3s, -43°35'03.4", 16.29, 99.94%, 16.224412, +52°43'35.9"
1992-03-05 06:16:36, 2448686.46987,   19h21m07.8s, -43°39'06.6", 16.21, 99.92%, 16.036310, +61°26'54.6"
1992-03-15 06:16:36, 2448696.46987,   19h22m51.1s, -43°45'10.2", 16.13, 99.91%, 15.834356, +70°20'36.0"
1992-03-25 06:16:36, 2448706.46987,   19h24m04.8s, -43°53'05.4", 16.07, 99.90%, 15.622747, +79°20'51.4"
1992-04-04 06:16:36, 2448716.46987,   19h24m45.6s, -44°02'40.7", 16.01, 99.89%, 15.405692, +88°25'46.2"
1992-04-14 06:16:36, 2448726.46987,   19h24m51.1s, -44°13'38.6", 15.96, 99.90%, 15.187894, +97°32'58.9"
1992-04-24 06:16:36, 2448736.46987,   19h24m19.6s, -44°25'35.5", 15.92, 99.90%, 14.974064, +106°40'11.3"
1992-05-04 06:16:36, 2448746.46987,   19h23m10.4s, -44°38'04.6", 15.88, 99.91%, 14.768684, +115°45'05.7"
1992-05-14 06:16:36, 2448756.46987,   19h21m24.0s, -44°50'32.5", 15.86, 99.93%, 14.576369, +124°43'01.9"
1992-05-24 06:16:36, 2448766.46986,   19h19m02.5s, -45°02'22.9", 15.85, 99.94%, 14.401165, +133°26'39.7"
1992-06-03 06:16:36, 2448776.46986,   19h16m09.0s, -45°12'58.9", 15.86, 99.96%, 14.246663, +141°43'07.1"
1992-06-13 06:16:36, 2448786.46986,   19h12m48.5s, -45°21'42.5", 15.94, 99.97%, 14.116075, +149°05'53.3"
1992-06-23 06:16:36, 2448796.46986,   19h09m07.3s, -45°28'00.7", 16.19, 99.98%, 14.011568, +154°43'21.7"
1992-07-03 06:16:35, 2448806.46986,   19h05m12.7s, -45°31'26.9", 17.49, 99.98%, 13.934685, +157°12'13.9"
1992-07-13 06:16:35, 2448816.46986,   19h01m13.3s, -45°31'41.3", 18.50, 99.98%, 13.886121, +155°32'16.0"
1992-07-23 06:16:35, 2448826.46986,   18h57m17.8s, -45°28'36.8", 16.24, 99.97%, 13.865380, +150°25'10.0"
1992-08-02 06:16:35, 2448836.46986,   18h53m34.4s, -45°22'15.2", 15.85, 99.96%, 13.871360, +143°16'36.3"
1992-08-12 06:16:35, 2448846.46986,   18h50m11.5s, -45°12'48.5", 15.70, 99.94%, 13.901937, +135°05'46.6"
1992-08-22 06:16:35, 2448856.46986,   18h47m15.6s, -45°00'38.5", 15.63, 99.92%, 13.954112, +126°22'52.8"
1992-09-01 06:16:35, 2448866.46985,   18h44m52.2s, -44°46'10.8", 15.58, 99.90%, 14.024513, +117°22'55.8"
1992-09-11 06:16:35, 2448876.46985,   18h43m05.4s, -44°29'56.2", 15.55, 99.89%, 14.108948, +108°14'47.1"
1992-09-21 06:16:35, 2448886.46985,   18h41m57.4s, -44°12'26.6", 15.54, 99.88%, 14.202955, +99°03'04.0"
1992-10-01 06:16:35, 2448896.46985,   18h41m29.3s, -43°54'11.4", 15.53, 99.88%, 14.302005, +89°50'32.7"
1992-10-11 06:16:35, 2448906.46985,   18h41m40.6s, -43°35'39.5", 15.53, 99.88%, 14.401171, +80°39'59.2"
1992-10-21 06:16:34, 2448916.46985,   18h42m29.6s, -43°17'15.6", 15.53, 99.89%, 14.495857, +71°33'00.6"
1992-10-31 06:16:34, 2448926.46985,   18h43m54.0s, -42°59'20.0", 15.53, 99.90%, 14.581627, +62°31'24.7"
1992-11-10 06:16:34, 2448936.46985,   18h45m50.4s, -42°42'11.4", 15.55, 99.92%, 14.654137, +53°38'31.4"
1992-11-20 06:16:34, 2448946.46985,   18h48m14.9s, -42°26'03.7", 15.57, 99.94%, 14.709773, +44°58'41.3"
1992-11-30 06:16:34, 2448956.46984,   18h51m03.3s, -42°11'08.5", 15.61, 99.96%, 14.745226, +36°40'22.9"
1992-12-10 06:16:34, 2448966.46984,   18h54m10.8s, -41°57'36.5", 15.70, 99.97%, 14.757719, +29°01'59.6"
1992-12-20 06:16:34, 2448976.46984,   18h57m32.5s, -41°45'35.3", 15.89, 99.98%, 14.745381, +22°42'59.7"
1992-12-30 06:16:34, 2448986.46984,   19h01m03.6s, -41°35'12.6", 16.55, 99.99%, 14.706724, +19°04'21.7"
1993-01-09 06:16:34, 2448996.46984,   19h04m38.7s, -41°26'35.7", 22.90, 99.99%, 14.641114, +19°38'37.1"
1993-01-19 06:16:34, 2449006.46984,   19h08m12.6s, -41°19'50.0", 16.61, 99.98%, 14.548772, +24°07'43.3"
1993-01-29 06:16:34, 2449016.46984,   19h11m40.3s, -41°15'02.2", 15.79, 99.97%, 14.430336, +30°52'18.9"
1993-02-08 06:16:33, 2449026.46984,   19h14m56.3s, -41°12'17.4", 15.51, 99.95%, 14.287419, +38°42'40.3"
1993-02-18 06:16:33, 2449036.46984,   19h17m56.0s, -41°11'39.0", 15.36, 99.93%, 14.122252, +47°06'46.7"
1993-02-28 06:16:33, 2449046.46984,   19h20m34.2s, -41°13'10.5", 15.26, 99.91%, 13.937476, +55°50'08.6"
1993-03-10 06:16:33, 2449056.46983,   19h22m46.3s, -41°16'51.1", 15.17, 99.89%, 13.736600, +64°45'10.9"
1993-03-20 06:16:33, 2449066.46983,   19h24m27.9s, -41°22'37.3", 15.09, 99.87%, 13.523396, +73°48'29.7"
1993-03-30 06:16:33, 2449076.46983,   19h25m35.0s, -41°30'22.4", 15.02, 99.86%, 13.301996, +82°57'57.2"
1993-04-09 06:16:33, 2449086.46983,   19h26m04.1s, -41°39'52.3", 14.96, 99.86%, 13.077080, +92°11'29.3"
1993-04-19 06:16:33, 2449096.46983,   19h25m52.7s, -41°50'48.6", 14.90, 99.86%, 12.853200, +101°28'03.5"
1993-04-29 06:16:33, 2449106.46983,   19h24m58.9s, -42°02'46.2", 14.85, 99.87%, 12.635127, +110°45'55.8"
1993-05-09 06:16:33, 2449116.46983,   19h23m22.2s, -42°15'11.9", 14.80, 99.89%, 12.427668, +120°01'55.7"
1993-05-19 06:16:33, 2449126.46983,   19h21m03.7s, -42°27'29.0", 14.77, 99.91%, 12.235111, +129°11'58.3"
1993-05-29 06:16:33, 2449136.46983,   19h18m05.7s, -42°38'55.3", 14.76, 99.93%, 12.061669, +138°07'44.6"
1993-06-08 06:16:32, 2449146.46983,   19h14m32.9s, -42°48'46.2", 14.79, 99.95%, 11.910940, +146°32'12.7"
1993-06-18 06:16:32, 2449156.46982,   19h10m31.6s, -42°56'21.0", 14.90, 99.97%, 11.785677, +153°49'53.9"
1993-06-28 06:16:32, 2449166.46982,   19h06m09.5s, -43°01'01.7", 15.37, 99.98%, 11.688138, +158°44'05.4"
1993-07-08 06:16:32, 2449176.46982,   19h01m36.3s, -43°02'20.1", 20.37, 99.98%, 11.619410, +159°23'37.9"
1993-07-18 06:16:32, 2449186.46982,   18h57m02.0s, -43°00'00.7", 15.58, 99.97%, 11.579641, +155°26'46.1"
1993-07-28 06:16:32, 2449196.46982,   18h52m36.9s, -42°53'58.3", 14.83, 99.95%, 11.568190, +148°35'35.6"
1993-08-07 06:16:32, 2449206.46982,   18h48m31.0s, -42°44'23.3", 14.61, 99.93%, 11.583131, +140°20'48.1"
1993-08-17 06:16:32, 2449216.46982,   18h44m52.9s, -42°31'36.2", 14.51, 99.90%, 11.621888, +131°26'37.6"
1993-08-27 06:16:32, 2449226.46982,   18h41m50.0s, -42°16'04.9", 14.45, 99.88%, 11.681140, +122°13'51.7"
1993-09-06 06:16:32, 2449236.46982,   18h39m27.6s, -41°58'25.0", 14.41, 99.85%, 11.756702, +112°52'58.1"
1993-09-16 06:16:32, 2449246.46982,   18h37m49.0s, -41°39'11.6", 14.39, 99.84%, 11.844266, +103°28'54.3"
1993-09-26 06:16:31, 2449256.46981,   18h36m56.0s, -41°18'59.2", 14.38, 99.83%, 11.939063, +94°05'11.8"
1993-10-06 06:16:31, 2449266.46981,   18h36m48.5s, -40°58'20.8", 14.37, 99.83%, 12.036133, +84°44'05.4"
1993-10-16 06:16:31, 2449276.46981,   18h37m25.0s, -40°37'42.5", 14.37, 99.84%, 12.130828, +75°26'31.3"
1993-10-26 06:16:31, 2449286.46981,   18h38m43.1s, -40°17'27.3", 14.37, 99.85%, 12.218374, +66°14'08.1"
1993-11-05 06:16:31, 2449296.46981,   18h40m39.1s, -39°57'53.8", 14.37, 99.88%, 12.294403, +57°08'37.8"
1993-11-15 06:16:31, 2449306.46981,   18h43m08.9s, -39°39'14.8", 14.38, 99.90%, 12.355086, +48°11'57.2"
1993-11-25 06:16:31, 2449316.46981,   18h46m08.0s, -39°21'41.7", 14.41, 99.93%, 12.396760, +39°28'59.1"
1993-12-05 06:16:31, 2449326.46981,   18h49m30.9s, -39°05'22.8", 14.46, 99.95%, 12.416582, +31°09'21.0"
1993-12-15 06:16:31, 2449336.46981,   18h53m12.8s, -38°50'24.0", 14.57, 99.97%, 12.412287, +23°35'12.1"
1993-12-25 06:16:31, 2449346.46981,   18h57m07.9s, -38°36'52.5", 14.90, 99.98%, 12.382044, +17°44'43.2"
1994-01-04 06:16:31, 2449356.46980,   19h01m10.5s, -38°24'53.4", 16.66, 99.99%, 12.325030, +15°39'54.0"
1994-01-14 06:16:30, 2449366.46980,   19h05m15.4s, -38°14'32.6", 16.72, 99.98%, 12.240921, +18°38'15.6"
1994-01-24 06:16:30, 2449376.46980,   19h09m16.5s, -38°05'57.5", 14.78, 99.97%, 12.130042, +24°54'58.2"
1994-02-03 06:16:30, 2449386.46980,   19h13m08.1s, -37°59'13.9", 14.37, 99.94%, 11.993678, +32°39'04.6"
1994-02-13 06:16:30, 2449396.46980,   19h16m44.9s, -37°54'28.7", 14.17, 99.91%, 11.833474, +41°02'46.7"
1994-02-23 06:16:30, 2449406.46980,   19h20m00.9s, -37°51'49.1", 14.04, 99.88%, 11.651831, +49°46'54.6"
1994-03-05 06:16:30, 2449416.46980,   19h22m50.9s, -37°51'18.7", 13.93, 99.85%, 11.451867, +58°43'27.5"
1994-03-15 06:16:30, 2449426.46980,   19h25m09.5s, -37°53'01.3", 13.83, 99.82%, 11.236903, +67°49'16.0"
1994-03-25 06:16:30, 2449436.46980,   19h26m51.5s, -37°56'56.0", 13.74, 99.80%, 11.010988, +77°02'07.8"
1994-04-04 06:16:30, 2449446.46980,   19h27m52.5s, -38°02'56.3", 13.66, 99.78%, 10.778503, +86°21'03.2"
1994-04-14 06:16:30, 2449456.46979,   19h28m08.3s, -38°10'51.6", 13.58, 99.78%, 10.543897, +95°45'52.0"
1994-04-24 06:16:30, 2449466.46979,   19h27m35.5s, -38°20'21.8", 13.50, 99.79%, 10.312127, +105°15'22.5"
1994-05-04 06:16:30, 2449476.46979,   19h26m12.4s, -38°30'58.5", 13.44, 99.81%, 10.088002, +114°48'22.0"
1994-05-14 06:16:29, 2449486.46979,   19h23m58.1s, -38°42'06.8", 13.38, 99.84%, 9.876218, +124°23'05.5"
1994-05-24 06:16:29, 2449496.46979,   19h20m54.0s, -38°53'00.7", 13.33, 99.88%, 9.681503, +133°54'47.4"
1994-06-03 06:16:29, 2449506.46979,   19h17m03.7s, -39°02'50.6", 13.31, 99.91%, 9.507864, +143°14'46.7"
1994-06-13 06:16:29, 2449516.46979,   19h12m33.1s, -39°10'45.0", 13.35, 99.95%, 9.358892, +152°03'34.6"
1994-06-23 06:16:29, 2449526.46979,   19h07m30.8s, -39°15'52.5", 13.53, 99.97%, 9.237502, +159°29'28.2"
1994-07-03 06:16:29, 2449536.46979,   19h02m07.4s, -39°17'32.4", 14.64, 99.98%, 9.145392, +163°24'14.6"
1994-07-13 06:16:29, 2449546.46978,   18h56m35.2s, -39°15'15.1", 15.54, 99.97%, 9.083526, +161°20'43.8"
1994-07-23 06:16:29, 2449556.46978,   18h51m07.6s, -39°08'46.7", 13.49, 99.95%, 9.051644, +154°43'45.0"
1994-08-02 06:16:29, 2449566.46978,   18h45m57.4s, -38°58'13.1", 13.15, 99.92%, 9.048235, +146°09'33.8"
1994-08-12 06:16:29, 2449576.46978,   18h41m16.4s, -38°43'53.1", 13.01, 99.88%, 9.071078, +136°49'49.2"
1994-08-22 06:16:29, 2449586.46978,   18h37m15.1s, -38°26'19.8", 12.93, 99.83%, 9.116761, +127°12'33.9"
1994-09-01 06:16:28, 2449596.46978,   18h34m00.6s, -38°06'14.4", 12.88, 99.79%, 9.181223, +117°29'17.8"
1994-09-11 06:16:28, 2449606.46978,   18h31m38.2s, -37°44'18.4", 12.85, 99.75%, 9.260057, +107°45'40.0"
1994-09-21 06:16:28, 2449616.46978,   18h30m10.6s, -37°21'14.1", 12.82, 99.73%, 9.348198, +98°05'21.5"
1994-10-01 06:16:28, 2449626.46978,   18h29m38.1s, -36°57'37.8", 12.81, 99.72%, 9.440700, +88°29'39.6"
1994-10-11 06:16:28, 2449636.46978,   18h29m59.3s, -36°33'58.4", 12.80, 99.73%, 9.532635, +78°59'24.0"
1994-10-21 06:16:28, 2449646.46977,   18h31m11.4s, -36°10'39.8", 12.79, 99.75%, 9.619011, +69°35'38.1"
1994-10-31 06:16:28, 2449656.46977,   18h33m10.2s, -35°47'57.5", 12.78, 99.78%, 9.695468, +60°18'22.1"
1994-11-10 06:16:28, 2449666.46977,   18h35m51.2s, -35°26'01.4", 12.78, 99.82%, 9.757848, +51°08'09.2"
1994-11-20 06:16:28, 2449676.46977,   18h39m08.8s, -35°04'58.8", 12.79, 99.87%, 9.802398, +42°06'48.7"
1994-11-30 06:16:28, 2449686.46977,   18h42m57.3s, -34°44'51.6", 12.81, 99.91%, 9.826189, +33°17'08.6"
1994-12-10 06:16:28, 2449696.46977,   18h47m11.0s, -34°25'41.7", 12.88, 99.95%, 9.826580, +24°47'27.8"
1994-12-20 06:16:28, 2449706.46977,   18h51m43.4s, -34°07'30.8", 13.05, 99.97%, 9.801667, +17°03'38.5"
1994-12-30 06:16:27, 2449716.46977,   18h56m28.5s, -33°50'19.1", 13.73, 99.99%, 9.750341, +11°37'02.1"
1995-01-09 06:16:27, 2449726.46977,   19h01m20.2s, -33°34'10.3", 19.87, 99.99%, 9.671838, +12°02'35.6"
1995-01-19 06:16:27, 2449736.46977,   19h06m11.6s, -33°19'08.7", 13.47, 99.97%, 9.566318, +17°54'23.4"
1995-01-29 06:16:27, 2449746.46976,   19h10m56.9s, -33°05'19.3", 12.77, 99.94%, 9.434564, +25°43'50.7"
1995-02-08 06:16:27, 2449756.46976,   19h15m29.4s, -32°52'51.2", 12.50, 99.89%, 9.277756, +34°12'49.4"
1995-02-18 06:16:27, 2449766.46976,   19h19m42.5s, -32°41'53.1", 12.33, 99.84%, 9.098008, +42°59'10.6"
1995-02-28 06:16:27, 2449776.46976,   19h23m30.0s, -32°32'34.7", 12.18, 99.78%, 8.897810, +51°56'17.4"
1995-03-10 06:16:27, 2449786.46976,   19h26m45.1s, -32°25'07.2", 12.06, 99.72%, 8.680103, +61°01'44.2"
1995-03-20 06:16:27, 2449796.46976,   19h29m21.2s, -32°19'38.3", 11.94, 99.67%, 8.448607, +70°14'28.0"
1995-03-30 06:16:27, 2449806.46976,   19h31m12.1s, -32°16'14.3", 11.82, 99.63%, 8.207168, +79°35'08.3"
1995-04-09 06:16:27, 2449816.46976,   19h32m11.3s, -32°14'57.4", 11.70, 99.61%, 7.960129, +89°04'15.5"
1995-04-19 06:16:26, 2449826.46976,   19h32m13.3s, -32°15'40.5", 11.59, 99.61%, 7.712299, +98°42'02.9"
1995-04-29 06:16:26, 2449836.46976,   19h31m13.1s, -32°18'10.1", 11.48, 99.63%, 7.468393, +108°29'34.2"
1995-05-09 06:16:26, 2449846.46975,   19h29m06.9s, -32°22'00.5", 11.37, 99.67%, 7.233529, +118°26'52.9"
1995-05-19 06:16:26, 2449856.46975,   19h25m53.4s, -32°26'32.3", 11.28, 99.73%, 7.012772, +128°32'55.1"
